69.62230206	53.10628176	-26.74364682	e1
64.84139919	63.44811033	-6.30001912	e2
56.99450016	71.60175344	12.96029959	e3
48.10929775	77.36640757	31.51763041	e4
36.19620085	74.52483198	50.1292277	e5
22.52779961	64.45029084	64.72732491	e6
11.88789964	52.08099959	76.50832064	e7
0	35.90387245	82.77941855	e8
-11.5339005	15.10739755	87.38437573	e9
59.40219879	73.15620132	-20.10978914	e10
50.76240063	83.16471383	-0.959071278	e11
38.79460096	89.9266764	20.096883	e12
26.07559919	89.46562635	38.85480815	e13
12.33440042	80.93725315	55.61201157	e14
0	67.9718719	67.89301742	e15
-11.88789964	52.08099959	76.50832064	e16
-22.95589924	29.06874108	80.89055159	e17
40.64889908	93.41572044	-13.99050493	e18
28.67840052	99.61055533	3.40340738	e19
14.21530008	100.217663	23.3592065	e20
0	93.72878651	41.50131548	e21
-12.33440042	80.93725315	55.61201157	e22
-22.52779961	64.45029084	64.72732491	e23
-33.44670057	43.96689656	71.94473719	e24
13.95470023	105.9045758	-11.26986326	e25
0	106.3736863	4.895598423	e26
-14.21530008	100.217663	23.3592065	e27
-26.07559919	89.46562635	38.85480815	e28
-36.19620085	74.52483198	50.1292277	e29
-44.98280048	55.73348268	58.02823589	e30
0	104.927665	-25.66122705	e31
-13.95470023	105.9045758	-11.26986326	e32
-28.67840052	99.61055533	3.40340738	e33
-38.79460096	89.9266764	20.096883	e34
-48.10929775	77.36640757	31.51763041	e35
-51.04660034	63.86127077	42.88028348	e36
-40.64889908	93.41572044	-13.99050493	e37
-50.76240063	83.16471383	-0.959071278	e38
-56.99450016	71.60175344	12.96029959	e39
-61.69839859	60.74243678	28.07854376	e40
-60.144701	49.09854444	43.76503552	e41
-53.39429855	37.81864464	58.52271543	e42
-46.41270161	25.59064119	70.41716276	e43
-35.37460089	10.640111	80.16271118	e44
-19.9458003	-6.123501462	88.40918426	e45
-59.40219879	73.15620132	-20.10978914	e46
-64.84139919	63.44811033	-6.30001912	e47
-69.75450039	53.00639628	8.237793312	e48
-71.0063982	41.92499394	24.4182985	e49
-68.65640163	31.3266493	42.97523089	e50
-61.13800049	19.21295706	57.7530423	e51
-53.1388998	5.875457324	70.33050417	e52
-37.23680019	-11.52327481	81.42436322	e53
-69.62230206	53.10628176	-26.74364682	e54
-73.16130161	43.09312674	-10.88959894	e55
-76.63849831	32.43967764	5.729330112	e56
-76.24229908	22.60556488	23.52743398	e57
-73.65699768	13.12986774	41.443273	e58
-67.0291996	0.392489834	57.88148433	e59
-54.03719902	-16.25782581	70.31734641	e60
-75.40979862	29.79495674	-29.89035075	e61
-77.70589828	19.99851192	-12.71028594	e62
-79.69210148	11.54828162	5.147162635	e63
-80.66209793	3.594357527	23.31882005	e64
-76.0766983	-5.990851675	41.51442773	e65
-68.15539837	-19.67842565	54.90871838	e66
-76.93150043	16.56663226	-46.43257866	e67
-77.44679928	9.795064754	-29.28198021	e68
-79.37580109	0.078754838	-14.21633679	e69
-79.88930225	-8.054894314	3.951705318	e70
-80.59470177	-15.4468891	23.25259008	e71
-75.64449787	-23.43851303	38.65852362	e72
-75.26460171	6.364916925	-64.15850248	e73
-77.67519951	-19.05341654	-13.67350641	e74
-77.92789936	-27.8352317	6.65508909	e75
-74.61909771	-35.3361423	25.29111861	e76
-68.69339943	-38.23327492	44.65536628	e77
-56.52760029	-38.6506217	60.92888239	e78
-41.24650002	-35.58375364	75.24032588	e79
-22.36469984	-29.62615811	84.91013072	e80
0	-19.39659611	90.18905572	e81
-71.28059864	-5.946931044	-77.97481489	e82
-73.79199982	-35.68677012	-26.13610085	e83
-75.21830082	-37.61944745	-9.432626834	e84
-71.52140141	-47.60537384	10.9474399	e85
-64.88170147	-51.95692928	30.52727168	e86
-55.30509949	-54.86986763	50.83473244	e87
-40.38090229	-52.53906065	66.24753749	e88
-22.95140028	-48.86720011	78.50239213	e89
