0	-37.4583776	85.99044258	e90
-68.2585001	-19.7518739	-91.33870235	e91
-67.40469933	-29.47554336	-71.810936	e92
-67.83790112	-41.06529605	-54.44494097	e93
-70.3346014	-45.30714419	-39.73306	e94
-69.9052	-50.86715867	-23.09068577	e95
-66.75710201	-57.93824462	-3.143226409	e96
-59.68510151	-65.74712665	16.2101757	e97
-51.082201	-67.84026644	35.10725954	e98
-37.52160072	-67.01647539	52.26109692	e99
-21.48740053	-63.07294458	67.01095683	e100
0	-71.66766073	65.46092273	e101
-63.69890213	-39.32646638	-86.34271837	e102
-62.43490219	-47.20106941	-69.19496316	e103
-60.97259998	-56.97516041	-50.96271142	e104
-63.1441021	-60.91026404	-36.74139479	e105
-59.84179974	-68.14146189	-18.1366918	e106
-52.37090111	-76.29493221	0.606980321	e107
-42.90979862	-81.57151428	19.82068995	e108
-32.42769957	-81.85766403	38.18105454	e109
-17.31809974	-76.62449593	52.88322497	e110
-56.35799885	-59.0881707	-81.6468138	e111
-53.87179852	-65.47384955	-65.79116959	e112
-50.82849979	-74.10853978	-47.28069636	e113
-52.72819996	-75.41529005	-32.8101405	e114
-41.36199951	-86.76919642	-14.44305001	e115
-31.33229971	-91.89646015	4.226348946	e116
-19.45029974	-92.76620584	22.25762965	e117
-10.93119979	-87.74421758	37.39508361	e118
0	-81.17531149	49.38333642	e119
-47.0607996	-73.23498737	-79.37115442	e120
-42.041502	-79.05138856	-62.47702511	e121
-36.22339964	-86.76098452	-44.41764527	e122
-30.27169943	-95.23755893	-23.53588303	e123
-22.01519966	-97.712992	-10.30209548	e124
-10.16819954	-97.69085695	5.620261205	e125
0	-92.74981801	21.51111673	e126
10.93119979	-87.74421758	37.39508361	e127
17.31809974	-76.62449593	52.88322497	e128
21.48740053	-63.07294458	67.01095683	e129
22.95140028	-48.86720011	78.50239213	e130
22.36469984	-29.62615811	84.91013072	e131
19.9458003	-6.123501462	88.40918426	e132
-34.56249952	-86.72699112	-72.25945875	e133
-27.15280056	-90.38297278	-59.50935196	e134
-20.32049894	-96.40782861	-38.43388794	e135
-9.188500047	-96.99079062	-26.03664358	e136
0	-96.48993544	-12.79692599	e137
10.16819954	-97.69085695	5.620261205	e138
19.45029974	-92.76620584	22.25762965	e139
32.42769957	-81.85766403	38.18105454	e140
37.52160072	-67.01647539	52.26109692	e141
40.38090229	-52.53906065	66.24753749	e142
41.24650002	-35.58375364	75.24032588	e143
37.23680019	-11.52327481	81.42436322	e144
-18.85329962	-93.19660868	-71.94389041	e145
-10.6111002	-96.24910372	-58.46881187	e146
0	-95.64782013	-42.3600501	e147
9.188500047	-96.99079062	-26.03664358	e148
22.01519966	-97.712992	-10.30209548	e149
31.33229971	-91.89646015	4.226348946	e150
42.90979862	-81.57151428	19.82068995	e151
51.082201	-67.84026644	35.10725954	e152
55.30509949	-54.86986763	50.83473244	e153
56.52760029	-38.6506217	60.92888239	e154
54.03719902	-16.25782581	70.31734641	e155
10.6111002	-96.24910372	-58.46881187	e156
20.32049894	-96.40782861	-38.43388794	e157
30.27169943	-95.23755893	-23.53588303	e158
41.36199951	-86.76919642	-14.44305001	e159
52.37090111	-76.29493221	0.606980321	e160
59.68510151	-65.74712665	16.2101757	e161
64.88170147	-51.95692928	30.52727168	e162
68.69339943	-38.23327492	44.65536628	e163
68.15539837	-19.67842565	54.90871838	e164
18.85329962	-93.19660868	-71.94389041	e165
27.15280056	-90.38297278	-59.50935196	e166
36.22339964	-86.76098452	-44.41764527	e167
52.72819996	-75.41529005	-32.8101405	e168
59.84179974	-68.14146189	-18.1366918	e169
66.75710201	-57.93824462	-3.143226409	e170
71.52140141	-47.60537384	10.9474399	e171
74.61909771	-35.3361423	25.29111861	e172
75.64449787	-23.43851303	38.65852362	e173
34.56249952	-86.72699112	-72.25945875	e174
42.041502	-79.05138856	-62.47702511	e175
50.82849979	-74.10853978	-47.28069636	e176
63.1441021	-60.91026404	-36.74139479	e177
69.9052	-50.86715867	-23.09068577	e178
75.21830082	-37.61944745	-9.432626834	e179
77.92789936	-27.8352317	6.65508909	e180
80.59470177	-15.4468891	23.25259008	e181
76.0766983	-5.990851675	41.51442773	e182
67.0291996	0.392489834	57.88148433	e183
53.1388998	5.875457324	70.33050417	e184
35.37460089	10.640111	80.16271118	e185
11.5339005	15.10739755	87.38437573	e186
47.0607996	-73.23498737	-79.37115442	e187
53.87179852	-65.47384955	-65.79116959	e188
60.97259998	-56.97516041	-50.96271142	e189
70.3346014	-45.30714419	-39.73306	e190
73.79199982	-35.68677012	-26.13610085	e191
77.67519951	-19.05341654	-13.67350641	e192
79.88930225	-8.054894314	3.951705318	e193
80.66209793	3.594357527	23.31882005	e194
73.65699768	13.12986774	41.443273	e195
61.13800049	19.21295706	57.7530423	e196
46.41270161	25.59064119	70.41716276	e197
22.95589924	29.06874108	80.89055159	e198
56.35799885	-59.0881707	-81.6468138	e199
62.43490219	-47.20106941	-69.19496316	e200
67.83790112	-41.06529605	-54.44494097	e201
79.37580109	0.078754838	-14.21633679	e202
79.69210148	11.54828162	5.147162635	e203
76.24229908	22.60556488	23.52743398	e204
68.65640163	31.3266493	42.97523089	e205
53.39429855	37.81864464	58.52271543	e206
33.44670057	43.96689656	71.94473719	e207
63.69890213	-39.32646638	-86.34271837	e208
67.40469933	-29.47554336	-71.810936	e209
77.44679928	9.795064754	-29.28198021	e210
77.70589828	19.99851192	-12.71028594	e211
76.63849831	32.43967764	5.729330112	e212
71.0063982	41.92499394	24.4182985	e213
60.144701	49.09854444	43.76503552	e214
44.98280048	55.73348268	58.02823589	e215
68.2585001	-19.7518739	-91.33870235	e216
71.28059864	-5.946931044	-77.97481489	e217
75.26460171	6.364916925	-64.15850248	e218
76.93150043	16.56663226	-46.43257866	e219
75.40979862	29.79495674	-29.89035075	e220
73.16130161	43.09312674	-10.88959894	e221
69.75450039	53.00639628	8.237793312	e222
61.69839859	60.74243678	28.07854376	e223
51.04660034	63.86127077	42.88028348	e224
76.26520157	31.62696779	-48.75755706	e225
72.43460178	47.13831248	-52.52338288	e226
75.56029797	24.30110922	-67.36056064	e227
73.80280018	12.51543304	-83.08778642	e228
68.61030102	-2.552569918	-95.99403837	e229
67.41590023	58.97006578	-63.19941869	e230
72.24579811	40.484105	-73.6539913	e231
73.14219952	30.86967754	-89.13122293	e232
70.90509892	15.49438322	-102.3331235	e233
58.87499809	71.2860816	-70.42171344	e234
66.59339905	55.35785584	-81.4250392	e235
67.51379967	45.11191184	-95.09752053	e236
65.80440044	32.16124487	-108.6832736	e237
46.91460133	81.27659723	-72.83448034	e238
58.13459873	63.0983559	-91.40165838	e239
60.43630123	52.52690357	-102.9717398	e240
-46.91460133	81.27659723	-72.83448034	e241
-58.13459873	63.0983559	-91.40165838	e242
-60.43630123	52.52690357	-102.9717398	e243
-58.87499809	71.2860816	-70.42171344	e244
-66.59339905	55.35785584	-81.4250392	e245
-67.51379967	45.11191184	-95.09752053	e246
-65.80440044	32.16124487	-108.6832736	e247
-67.41590023	58.97006578	-63.19941869	e248
-72.24579811	40.484105	-73.6539913	e249
-73.14219952	30.86967754	-89.13122293	e250
-70.90509892	15.49438322	-102.3331235	e251
-72.43460178	47.13831248	-52.52338288	e252
-76.26520157	31.62696779	-48.75755706	e253
-75.56029797	24.30110922	-67.36056064	e254
-73.80280018	12.51543304	-83.08778642	e255
-68.61030102	-2.552569918	-95.99403837	e256
0	0	92.31607771	cz
